,Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
41,2010-1-1,3:00 PM,30 F,25 F,80 %,W,14 mph,0 mph,29.63 in,0.0 in,Cloudy
42,2010-1-1,3:01 PM,30 F,25 F,80 %,W,16 mph,0 mph,29.62 in,0.0 in,Cloudy
43,2010-1-1,3:04 PM,30 F,25 F,80 %,W,17 mph,0 mph,29.62 in,0.0 in,Cloudy
44,2010-1-1,3:15 PM,30 F,25 F,80 %,W,12 mph,18 mph,29.62 in,0.0 in,Cloudy
45,2010-1-1,3:42 PM,30 F,25 F,80 %,W,15 mph,0 mph,29.62 in,0.0 in,Cloudy
46,2010-1-1,4:00 PM,30 F,27 F,86 %,W,13 mph,0 mph,29.64 in,0.0 in,Cloudy
47,2010-1-1,4:01 PM,30 F,27 F,86 %,W,13 mph,0 mph,29.63 in,0.0 in,Cloudy
48,2010-1-1,4:36 PM,28 F,27 F,93 %,WNW,12 mph,18 mph,29.63 in,0.0 in,Cloudy
49,2010-1-1,4:38 PM,28 F,27 F,93 %,WNW,12 mph,0 mph,29.63 in,0.0 in,Cloudy
50,2010-1-1,4:54 PM,28 F,25 F,86 %,WNW,20 mph,0 mph,29.63 in,0.0 in,Cloudy
51,2010-1-1,4:55 PM,28 F,25 F,86 %,WNW,20 mph,0 mph,29.63 in,0.0 in,Cloudy
52,2010-1-1,5:00 PM,28 F,23 F,80 %,NW,18 mph,24 mph,29.64 in,0.0 in,Cloudy
53,2010-1-1,5:50 PM,27 F,23 F,86 %,NW,9 mph,0 mph,29.65 in,0.0 in,Cloudy
54,2010-1-1,6:00 PM,27 F,21 F,80 %,NNW,13 mph,0 mph,29.67 in,0.0 in,Cloudy
55,2010-1-1,6:25 PM,25 F,19 F,80 %,NW,15 mph,23 mph,29.66 in,0.0 in,Cloudy
56,2010-1-1,6:42 PM,25 F,19 F,80 %,NW,16 mph,0 mph,29.67 in,0.0 in,Cloudy
57,2010-1-1,6:45 PM,25 F,19 F,80 %,NW,14 mph,23 mph,29.67 in,0.0 in,Cloudy
58,2010-1-1,6:54 PM,25 F,19 F,80 %,NW,14 mph,23 mph,29.67 in,0.0 in,Cloudy
59,2010-1-1,6:56 PM,25 F,19 F,80 %,NW,15 mph,23 mph,29.67 in,0.0 in,Cloudy
60,2010-1-1,7:00 PM,25 F,18 F,74 %,NW,18 mph,24 mph,29.68 in,0.0 in,Cloudy
61,2010-1-1,7:26 PM,25 F,16 F,69 %,WNW,23 mph,29 mph,29.67 in,0.0 in,Cloudy / Windy
62,2010-1-1,8:00 PM,23 F,16 F,74 %,NW,15 mph,29 mph,29.69 in,0.0 in,Cloudy
63,2010-1-1,8:10 PM,23 F,16 F,74 %,NW,13 mph,22 mph,29.68 in,0.0 in,Cloudy
64,2010-1-1,8:20 PM,23 F,16 F,74 %,NW,15 mph,25 mph,29.68 in,0.0 in,Cloudy
65,2010-1-1,8:25 PM,23 F,16 F,74 %,NNW,16 mph,23 mph,29.68 in,0.0 in,Cloudy
66,2010-1-1,8:35 PM,21 F,14 F,74 %,NW,14 mph,25 mph,29.69 in,0.0 in,Cloudy
67,2010-1-1,9:00 PM,21 F,14 F,74 %,WNW,22 mph,30 mph,29.70 in,0.0 in,Cloudy / Windy
68,2010-1-1,10:00 PM,21 F,12 F,68 %,NW,21 mph,31 mph,29.70 in,0.0 in,Cloudy / Windy
69,2010-1-1,10:51 PM,19 F,12 F,74 %,NW,16 mph,0 mph,29.70 in,0.0 in,Cloudy
70,2010-1-1,11:00 PM,19 F,12 F,74 %,NW,12 mph,20 mph,29.71 in,0.0 in,Cloudy
71,2010-1-1,11:18 PM,18 F,10 F,73 %,NW,16 mph,0 mph,29.70 in,0.0 in,Cloudy
72,2010-1-1,12:00 AM,18 F,10 F,73 %,NW,16 mph,0 mph,29.71 in,0.0 in,Cloudy
73,2010-1-2,1:00 AM,16 F,9 F,73 %,NW,13 mph,18 mph,29.71 in,0.0 in,Cloudy
74,2010-1-2,2:00 AM,14 F,7 F,73 %,NW,16 mph,0 mph,29.71 in,0.0 in,Cloudy
75,2010-1-2,3:00 AM,12 F,7 F,79 %,NNW,13 mph,18 mph,29.71 in,0.0 in,Cloudy
76,2010-1-2,4:00 AM,12 F,5 F,73 %,NW,12 mph,17 mph,29.73 in,0.0 in,Partly Cloudy
77,2010-1-2,5:00 AM,10 F,3 F,73 %,NW,12 mph,23 mph,29.73 in,0.0 in,Fair
78,2010-1-2,6:00 AM,9 F,1 F,73 %,NW,10 mph,20 mph,29.74 in,0.0 in,Fair
79,2010-1-2,7:00 AM,7 F,0 F,72 %,NNW,8 mph,0 mph,29.76 in,0.0 in,Fair
80,2010-1-2,8:00 AM,3 F,-4 F,72 %,NNW,10 mph,18 mph,29.78 in,0.0 in,Fair
81,2010-1-2,9:00 AM,3 F,-4 F,72 %,NNW,10 mph,0 mph,29.79 in,0.0 in,Fair
82,2010-1-2,10:00 AM,3 F,-4 F,72 %,NW,8 mph,0 mph,29.81 in,0.0 in,Fair
83,2010-1-2,11:00 AM,5 F,-8 F,56 %,NW,10 mph,0 mph,29.81 in,0.0 in,Cloudy
84,2010-1-2,11:16 AM,5 F,-6 F,61 %,WNW,12 mph,0 mph,29.80 in,0.0 in,Cloudy
85,2010-1-2,11:33 AM,5 F,-4 F,66 %,WNW,12 mph,18 mph,29.80 in,0.0 in,Cloudy
86,2010-1-2,12:00 PM,5 F,-6 F,61 %,NW,15 mph,21 mph,29.81 in,0.0 in,Cloudy
87,2010-1-2,1:00 PM,7 F,-4 F,61 %,NW,17 mph,23 mph,29.79 in,0.0 in,Mostly Cloudy
88,2010-1-2,2:00 PM,9 F,-2 F,62 %,NNW,14 mph,22 mph,29.78 in,0.0 in,Cloudy
89,2010-1-2,3:00 PM,12 F,1 F,62 %,NNW,13 mph,20 mph,29.77 in,0.0 in,Cloudy
90,2010-1-2,4:00 PM,12 F,1 F,62 %,NW,20 mph,29 mph,29.77 in,0.0 in,Cloudy
91,2010-1-2,5:00 PM,12 F,1 F,62 %,WNW,17 mph,29 mph,29.79 in,0.0 in,Mostly Cloudy
92,2010-1-2,6:00 PM,14 F,1 F,57 %,WNW,23 mph,29 mph,29.79 in,0.0 in,Cloudy / Windy
93,2010-1-2,7:00 PM,12 F,1 F,62 %,NW,16 mph,23 mph,29.81 in,0.0 in,Mostly Cloudy
94,2010-1-2,8:00 PM,12 F,1 F,62 %,NW,15 mph,22 mph,29.81 in,0.0 in,Mostly Cloudy
95,2010-1-2,9:00 PM,10 F,1 F,67 %,NW,15 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy
96,2010-1-2,10:00 PM,9 F,0 F,67 %,,0 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
97,2010-1-2,11:00 PM,9 F,0 F,67 %,NNW,17 mph,23 mph,29.79 in,0.0 in,Partly Cloudy
98,2010-1-2,12:00 AM,9 F,-2 F,62 %,NW,22 mph,29 mph,29.79 in,0.0 in,Partly Cloudy / Windy
99,2010-1-3,1:00 AM,7 F,-2 F,67 %,NNW,16 mph,24 mph,29.79 in,0.0 in,Mostly Cloudy
100,2010-1-3,2:00 AM,7 F,-2 F,67 %,NW,16 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
101,2010-1-3,3:00 AM,7 F,-4 F,61 %,NNW,20 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
102,2010-1-3,4:00 AM,7 F,-2 F,67 %,WNW,17 mph,23 mph,29.77 in,0.0 in,Partly Cloudy
103,2010-1-3,5:00 AM,7 F,-4 F,61 %,WNW,13 mph,28 mph,29.75 in,0.0 in,Fair
104,2010-1-3,6:00 AM,7 F,-2 F,67 %,NW,16 mph,28 mph,29.71 in,0.0 in,Fair
105,2010-1-3,7:00 AM,9 F,0 F,67 %,NW,16 mph,25 mph,29.70 in,0.0 in,Fair
106,2010-1-3,8:00 AM,10 F,3 F,73 %,NW,15 mph,21 mph,29.68 in,0.0 in,Fair
107,2010-1-3,9:00 AM,12 F,7 F,79 %,NW,22 mph,28 mph,29.67 in,0.0 in,Cloudy / Windy
108,2010-1-3,9:08 AM,12 F,7 F,79 %,NW,15 mph,31 mph,29.65 in,0.0 in,Cloudy
109,2010-1-3,9:10 AM,12 F,7 F,79 %,NW,14 mph,31 mph,29.65 in,0.0 in,Cloudy
110,2010-1-3,9:26 AM,14 F,9 F,79 %,NW,24 mph,0 mph,29.64 in,0.0 in,Cloudy / Windy
111,2010-1-3,9:27 AM,14 F,9 F,79 %,NW,22 mph,29 mph,29.64 in,0.0 in,Cloudy / Windy
112,2010-1-3,9:57 AM,14 F,9 F,79 %,NW,18 mph,35 mph,29.62 in,0.0 in,Cloudy
113,2010-1-3,10:00 AM,14 F,9 F,79 %,NW,24 mph,35 mph,29.64 in,0.0 in,Cloudy / Windy
114,2010-1-3,11:00 AM,16 F,9 F,73 %,NW,17 mph,28 mph,29.64 in,0.0 in,Cloudy
115,2010-1-3,11:12 AM,16 F,10 F,79 %,NW,18 mph,29 mph,29.63 in,0.0 in,Cloudy
116,2010-1-3,12:00 PM,16 F,10 F,79 %,NNW,14 mph,25 mph,29.65 in,0.0 in,Cloudy
117,2010-1-3,12:35 PM,14 F,9 F,79 %,NNW,20 mph,25 mph,29.63 in,0.0 in,Cloudy
118,2010-1-3,12:44 PM,14 F,9 F,79 %,NNW,20 mph,28 mph,29.63 in,0.0 in,Cloudy
119,2010-1-3,1:00 PM,14 F,9 F,79 %,NNW,18 mph,31 mph,29.64 in,0.0 in,Cloudy
120,2010-1-3,1:02 PM,14 F,9 F,79 %,NNW,21 mph,31 mph,29.62 in,0.0 in,Cloudy / Windy
121,2010-1-3,1:03 PM,14 F,9 F,79 %,NNW,18 mph,31 mph,29.63 in,0.0 in,Cloudy
122,2010-1-3,1:26 PM,14 F,9 F,79 %,NNW,18 mph,30 mph,29.62 in,0.0 in,Cloudy
123,2010-1-3,1:28 PM,14 F,7 F,73 %,NNW,17 mph,29 mph,29.62 in,0.0 in,Cloudy
124,2010-1-3,1:45 PM,14 F,9 F,79 %,N,15 mph,22 mph,29.62 in,0.0 in,Cloudy
125,2010-1-3,2:00 PM,12 F,7 F,79 %,NNW,15 mph,24 mph,29.64 in,0.0 in,Cloudy
126,2010-1-3,2:31 PM,12 F,7 F,79 %,NNW,16 mph,25 mph,29.62 in,0.0 in,Cloudy
127,2010-1-3,2:46 PM,12 F,7 F,79 %,NNW,22 mph,28 mph,29.62 in,0.0 in,Cloudy / Windy
128,2010-1-3,2:48 PM,12 F,7 F,79 %,NNW,18 mph,28 mph,29.62 in,0.0 in,Cloudy
129,2010-1-3,2:57 PM,12 F,9 F,85 %,NNW,17 mph,28 mph,29.62 in,0.0 in,Cloudy
130,2010-1-3,3:00 PM,12 F,7 F,79 %,NW,14 mph,28 mph,29.63 in,0.0 in,Cloudy
131,2010-1-3,3:01 PM,12 F,7 F,79 %,NW,15 mph,28 mph,29.61 in,0.0 in,Cloudy
132,2010-1-3,3:08 PM,12 F,7 F,79 %,NNW,18 mph,0 mph,29.61 in,0.0 in,Cloudy
133,2010-1-3,3:28 PM,14 F,7 F,73 %,NNW,18 mph,24 mph,29.61 in,0.0 in,Cloudy
134,2010-1-3,3:32 PM,14 F,7 F,73 %,NNW,13 mph,24 mph,29.61 in,0.0 in,Cloudy
135,2010-1-3,3:56 PM,14 F,7 F,73 %,NNW,17 mph,25 mph,29.62 in,0.0 in,Cloudy
136,2010-1-3,4:00 PM,14 F,7 F,73 %,NNW,18 mph,24 mph,29.64 in,0.0 in,Cloudy
137,2010-1-3,4:01 PM,14 F,7 F,73 %,NNW,20 mph,0 mph,29.62 in,0.0 in,Cloudy
138,2010-1-3,4:47 PM,14 F,5 F,67 %,NNW,21 mph,31 mph,29.63 in,0.0 in,Cloudy / Windy
139,2010-1-3,4:54 PM,14 F,5 F,67 %,NNW,17 mph,33 mph,29.63 in,0.0 in,Cloudy
140,2010-1-3,5:00 PM,14 F,5 F,67 %,NNW,17 mph,29 mph,29.65 in,0.0 in,Cloudy
141,2010-1-3,5:17 PM,14 F,7 F,73 %,NNW,17 mph,28 mph,29.63 in,0.0 in,Cloudy
142,2010-1-3,5:33 PM,14 F,7 F,73 %,NNW,22 mph,31 mph,29.63 in,0.0 in,Cloudy / Windy
143,2010-1-3,5:43 PM,14 F,7 F,73 %,NNW,20 mph,31 mph,29.64 in,0.0 in,Cloudy
144,2010-1-3,6:00 PM,14 F,7 F,73 %,NNW,21 mph,31 mph,29.66 in,0.0 in,Cloudy / Windy
145,2010-1-3,6:10 PM,14 F,7 F,73 %,NNW,20 mph,28 mph,29.64 in,0.0 in,Cloudy
146,2010-1-3,6:16 PM,14 F,7 F,73 %,NW,20 mph,28 mph,29.64 in,0.0 in,Cloudy
147,2010-1-3,7:00 PM,14 F,7 F,73 %,NNW,14 mph,28 mph,29.67 in,0.0 in,Cloudy
148,2010-1-3,7:04 PM,14 F,7 F,73 %,NW,17 mph,28 mph,29.66 in,0.0 in,Cloudy
149,2010-1-3,8:00 PM,14 F,7 F,73 %,NNW,13 mph,22 mph,29.68 in,0.0 in,Cloudy
150,2010-1-3,8:08 PM,14 F,7 F,73 %,NW,15 mph,23 mph,29.67 in,0.0 in,Cloudy
151,2010-1-3,9:00 PM,14 F,7 F,73 %,NNW,17 mph,28 mph,29.68 in,0.0 in,Cloudy
152,2010-1-3,10:00 PM,14 F,7 F,73 %,NNW,17 mph,23 mph,29.68 in,0.0 in,Cloudy
153,2010-1-3,10:02 PM,14 F,7 F,73 %,NNW,13 mph,23 mph,29.67 in,0.0 in,Cloudy
154,2010-1-3,10:23 PM,14 F,7 F,73 %,NNW,14 mph,22 mph,29.67 in,0.0 in,Cloudy
155,2010-1-3,11:00 PM,14 F,7 F,73 %,NNW,16 mph,0 mph,29.69 in,0.0 in,Cloudy
156,2010-1-3,12:00 AM,12 F,7 F,79 %,NNW,15 mph,0 mph,29.68 in,0.0 in,Cloudy
157,2010-1-4,1:00 AM,12 F,5 F,73 %,N,15 mph,23 mph,29.68 in,0.0 in,Cloudy
158,2010-1-4,1:46 AM,10 F,5 F,79 %,NNW,16 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
159,2010-1-4,2:00 AM,10 F,3 F,73 %,NW,12 mph,21 mph,29.67 in,0.0 in,Cloudy
160,2010-1-4,2:40 AM,10 F,5 F,79 %,NW,13 mph,0 mph,29.66 in,0.0 in,Cloudy
161,2010-1-4,3:00 AM,12 F,3 F,67 %,NNW,12 mph,17 mph,29.67 in,0.0 in,Cloudy
162,2010-1-4,3:18 AM,12 F,5 F,73 %,NW,7 mph,0 mph,29.66 in,0.0 in,Cloudy
163,2010-1-4,3:43 AM,12 F,5 F,73 %,NNW,9 mph,0 mph,29.66 in,0.0 in,Cloudy
164,2010-1-4,4:00 AM,12 F,5 F,73 %,NW,15 mph,0 mph,29.68 in,0.0 in,Cloudy
165,2010-1-4,5:00 AM,10 F,5 F,79 %,NW,12 mph,21 mph,29.68 in,0.0 in,Cloudy
166,2010-1-4,5:40 AM,10 F,5 F,79 %,NW,12 mph,0 mph,29.67 in,0.0 in,Cloudy
167,2010-1-4,6:00 AM,10 F,5 F,79 %,NNW,10 mph,0 mph,29.67 in,0.0 in,Cloudy
168,2010-1-4,6:19 AM,10 F,5 F,79 %,NW,10 mph,0 mph,29.66 in,0.0 in,Cloudy
169,2010-1-4,6:37 AM,10 F,5 F,79 %,NW,10 mph,18 mph,29.66 in,0.0 in,Partly Cloudy
170,2010-1-4,6:40 AM,10 F,5 F,79 %,NNW,14 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
171,2010-1-4,7:00 AM,12 F,7 F,79 %,NNW,7 mph,17 mph,29.68 in,0.0 in,Cloudy
172,2010-1-4,8:00 AM,12 F,7 F,79 %,NNW,10 mph,0 mph,29.68 in,0.0 in,Cloudy
173,2010-1-4,9:00 AM,10 F,5 F,79 %,NNW,15 mph,0 mph,29.68 in,0.0 in,Cloudy
174,2010-1-4,9:29 AM,10 F,5 F,79 %,NNW,16 mph,28 mph,29.66 in,0.0 in,Mostly Cloudy
175,2010-1-4,9:33 AM,12 F,5 F,73 %,NNW,16 mph,28 mph,29.66 in,0.0 in,Cloudy
176,2010-1-4,10:00 AM,12 F,5 F,73 %,NW,17 mph,23 mph,29.68 in,0.0 in,Mostly Cloudy
177,2010-1-4,10:02 AM,12 F,5 F,73 %,NW,18 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy
178,2010-1-4,10:14 AM,12 F,7 F,79 %,NNW,17 mph,23 mph,29.67 in,0.0 in,Mostly Cloudy
179,2010-1-4,10:21 AM,12 F,5 F,73 %,NNW,17 mph,23 mph,29.67 in,0.0 in,Mostly Cloudy
180,2010-1-4,10:27 AM,12 F,5 F,73 %,NNW,20 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy
181,2010-1-4,10:37 AM,12 F,5 F,73 %,NNW,20 mph,25 mph,29.67 in,0.0 in,Mostly Cloudy
182,2010-1-4,11:00 AM,12 F,5 F,73 %,NNW,22 mph,31 mph,29.68 in,0.0 in,Cloudy / Windy
183,2010-1-4,11:16 AM,12 F,5 F,73 %,NNW,22 mph,30 mph,29.67 in,0.0 in,Cloudy / Windy
184,2010-1-4,11:24 AM,10 F,5 F,79 %,NNW,20 mph,28 mph,29.68 in,0.0 in,Cloudy
185,2010-1-4,11:37 AM,10 F,5 F,79 %,NNW,20 mph,28 mph,29.67 in,0.0 in,Mostly Cloudy
186,2010-1-4,11:39 AM,10 F,5 F,79 %,NNW,20 mph,28 mph,29.68 in,0.0 in,Mostly Cloudy
187,2010-1-4,11:48 AM,12 F,5 F,73 %,NNW,17 mph,24 mph,29.67 in,0.0 in,Cloudy
188,2010-1-4,12:00 PM,10 F,5 F,79 %,NNW,16 mph,23 mph,29.69 in,0.0 in,Cloudy
189,2010-1-4,12:03 PM,12 F,5 F,73 %,NNW,16 mph,23 mph,29.67 in,0.0 in,Cloudy
190,2010-1-4,12:13 PM,12 F,5 F,73 %,NNW,15 mph,24 mph,29.67 in,0.0 in,Cloudy
191,2010-1-4,12:37 PM,12 F,7 F,79 %,NNW,15 mph,0 mph,29.67 in,0.0 in,Cloudy
192,2010-1-4,12:41 PM,12 F,7 F,79 %,NW,13 mph,18 mph,29.66 in,0.0 in,Cloudy
193,2010-1-4,12:47 PM,12 F,7 F,79 %,NNW,14 mph,20 mph,29.66 in,0.0 in,Cloudy
194,2010-1-4,12:50 PM,12 F,7 F,79 %,NNW,15 mph,0 mph,29.66 in,0.0 in,Cloudy
195,2010-1-4,1:00 PM,12 F,7 F,79 %,NNW,15 mph,21 mph,29.67 in,0.0 in,Cloudy
196,2010-1-4,1:19 PM,14 F,7 F,73 %,NNW,16 mph,22 mph,29.65 in,0.0 in,Cloudy
197,2010-1-4,1:55 PM,16 F,7 F,68 %,NNW,14 mph,24 mph,29.64 in,0.0 in,Cloudy
198,2010-1-4,2:00 PM,16 F,9 F,73 %,NNW,14 mph,20 mph,29.65 in,0.0 in,Cloudy
199,2010-1-4,2:24 PM,16 F,9 F,73 %,NW,17 mph,25 mph,29.63 in,0.0 in,Cloudy
200,2010-1-4,3:00 PM,16 F,9 F,73 %,NW,12 mph,18 mph,29.65 in,0.0 in,Mostly Cloudy
201,2010-1-4,3:59 PM,18 F,10 F,73 %,NW,15 mph,21 mph,29.63 in,0.0 in,Mostly Cloudy
202,2010-1-4,4:00 PM,18 F,10 F,73 %,NNW,17 mph,0 mph,29.64 in,0.0 in,Mostly Cloudy
203,2010-1-4,4:16 PM,19 F,12 F,74 %,NW,13 mph,18 mph,29.63 in,0.0 in,Cloudy
204,2010-1-4,4:31 PM,19 F,10 F,68 %,NNW,18 mph,24 mph,29.63 in,0.0 in,Cloudy
205,2010-1-4,5:00 PM,19 F,12 F,74 %,NW,15 mph,22 mph,29.64 in,0.0 in,Mostly Cloudy
206,2010-1-4,5:21 PM,19 F,12 F,74 %,NW,14 mph,22 mph,29.63 in,0.0 in,Mostly Cloudy
207,2010-1-4,5:33 PM,19 F,12 F,74 %,NNW,15 mph,23 mph,29.63 in,0.0 in,Mostly Cloudy
208,2010-1-4,5:53 PM,19 F,12 F,74 %,NNW,13 mph,20 mph,29.64 in,0.0 in,Mostly Cloudy
209,2010-1-4,6:00 PM,19 F,12 F,74 %,NW,12 mph,18 mph,29.65 in,0.0 in,Partly Cloudy
210,2010-1-4,7:00 PM,19 F,12 F,74 %,WNW,12 mph,0 mph,29.66 in,0.0 in,Cloudy
211,2010-1-4,7:17 PM,19 F,12 F,74 %,WNW,10 mph,0 mph,29.65 in,0.0 in,Cloudy
212,2010-1-4,8:00 PM,19 F,14 F,80 %,NW,9 mph,0 mph,29.68 in,0.0 in,Cloudy
213,2010-1-4,9:00 PM,19 F,12 F,74 %,NW,9 mph,0 mph,29.69 in,0.0 in,Cloudy
214,2010-1-4,9:11 PM,19 F,12 F,74 %,NW,10 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy
215,2010-1-4,9:21 PM,19 F,12 F,74 %,NW,6 mph,0 mph,29.67 in,0.0 in,Cloudy
216,2010-1-4,9:56 PM,18 F,10 F,73 %,NW,12 mph,0 mph,29.67 in,0.0 in,Cloudy
217,2010-1-4,10:00 PM,18 F,10 F,73 %,NNW,7 mph,0 mph,29.69 in,0.0 in,Mostly Cloudy
218,2010-1-4,10:18 PM,18 F,10 F,73 %,NW,10 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy
219,2010-1-4,10:46 PM,18 F,10 F,73 %,NW,10 mph,0 mph,29.67 in,0.0 in,Cloudy
220,2010-1-4,11:00 PM,16 F,9 F,73 %,NW,8 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy
221,2010-1-4,11:57 PM,16 F,9 F,73 %,NNW,9 mph,0 mph,29.67 in,0.0 in,Mostly Cloudy
222,2010-1-4,12:00 AM,16 F,9 F,73 %,NW,7 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy
223,2010-1-4,12:19 AM,16 F,9 F,73 %,NNW,9 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
224,2010-1-4,12:34 AM,16 F,9 F,73 %,NW,10 mph,0 mph,29.66 in,0.0 in,Cloudy
225,2010-1-5,12:54 AM,16 F,9 F,73 %,NW,7 mph,0 mph,29.66 in,0.0 in,Cloudy
226,2010-1-5,12:57 AM,16 F,9 F,73 %,N,7 mph,0 mph,29.66 in,0.0 in,Cloudy
227,2010-1-5,12:59 AM,16 F,9 F,73 %,NNW,9 mph,0 mph,29.66 in,0.0 in,Cloudy
228,2010-1-5,1:00 AM,16 F,9 F,73 %,NNW,8 mph,0 mph,29.68 in,0.0 in,Cloudy
